id_lancamento,data_pagamento,codigo_conta,conta,grupo_dre,tipo,categoria_dre,centro_custo,documento_origem,valor
F0000194,2024-01-08,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000097,1092.52
F0000195,2024-01-08,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V000098,3524.82
F0000196,2024-01-08,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V000098,1672.71
F0000197,2024-01-08,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V000099,1423.35
F0000198,2024-01-08,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V000099,786.42
F0000199,2024-01-08,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V000100,6114.94
F0000200,2024-01-08,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V000100,3021.46
F0000201,2024-01-08,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000101,1085.76
F0000202,2024-01-08,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000101,700.8
F0000203,2024-01-08,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000102,1150.6
F0000204,2024-01-08,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000102,558.85
F0000205,2024-01-08,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V000103,2341.0
F0000206,2024-01-08,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V000103,1326.0
F0000207,2024-01-08,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V000104,465.57
F0000208,2024-01-08,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V000104,271.2
F0000209,2024-01-08,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V000105,5868.46
F0000210,2024-01-08,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V000105,3019.38
F0000211,2024-01-08,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000106,1587.56
F0000212,2024-01-08,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000106,829.47
F0000213,2024-01-08,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000107,4150.3
F0000214,2024-01-08,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000107,2505.37
F0000215,2024-01-08,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V000108,7040.7
F0000216,2024-01-08,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V000108,3464.4
F0000217,2024-01-08,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V000109,18834.75
F0000218,2024-01-08,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V000109,10985.4
F0000219,2024-01-08,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V000110,1062.12
F0000220,2024-01-08,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V000110,504.66
F0000221,2024-01-08,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000111,666.74
F0000222,2024-01-08,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000111,379.61
F0000223,2024-01-08,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000112,6217.2
F0000224,2024-01-08,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000112,3643.65
F0000225,2024-01-09,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000113,170.52
F0000226,2024-01-09,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000113,99.61
F0000227,2024-01-09,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000114,973.7
F0000228,2024-01-09,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000114,580.65
F0000229,2024-01-09,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V000115,1121.68
F0000230,2024-01-09,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V000115,624.12
F0000231,2024-01-09,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V000116,1243.48
F0000232,2024-01-09,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V000116,683.76
F0000233,2024-01-09,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000117,794.6
F0000234,2024-01-09,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000117,360.9
F0000235,2024-01-09,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000118,3403.36
F0000236,2024-01-09,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000118,1935.04
F0000237,2024-01-09,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V000119,452.8
F0000238,2024-01-09,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V000119,260.96
F0000239,2024-01-09,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V000120,9873.5
F0000240,2024-01-09,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V000120,6284.94
F0000241,2024-01-09,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V000121,1655.22
F0000242,2024-01-09,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V000121,817.74
F0000243,2024-01-09,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000122,2807.75
F0000244,2024-01-09,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000122,1634.5
F0000245,2024-01-09,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V000123,2128.49
F0000246,2024-01-09,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V000123,1171.17
F0000247,2024-01-09,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V000124,484.8
F0000248,2024-01-09,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V000124,226.08
F0000249,2024-01-09,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000125,3726.8
F0000250,2024-01-09,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000125,2249.72
F0000251,2024-01-09,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000126,890.73
F0000252,2024-01-09,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000126,435.51
F0000253,2024-01-09,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000127,1661.4
F0000254,2024-01-09,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000127,868.05
F0000255,2024-01-09,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000128,9408.24
F0000256,2024-01-09,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000128,5463.0
F0000257,2024-01-09,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000129,21552.03
F0000258,2024-01-09,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000129,12233.07
F0000259,2024-01-09,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V000130,540.0
F0000260,2024-01-09,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V000130,294.8
F0000261,2024-01-09,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000131,3414.24
F0000262,2024-01-09,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000131,1807.2
F0000263,2024-01-09,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000132,4413.52
F0000264,2024-01-09,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000132,1999.07
F0000265,2024-01-09,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000133,1267.14
F0000266,2024-01-09,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000133,614.46
F0000267,2024-01-09,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000134,659.68
F0000268,2024-01-09,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000134,382.08
F0000269,2024-01-09,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000135,5009.4
F0000270,2024-01-09,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000135,3213.21
F0000271,2024-01-09,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000136,7077.78
F0000272,2024-01-09,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000136,4435.83
F0000273,2024-01-10,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000137,491.18
F0000274,2024-01-10,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000137,243.54
F0000275,2024-01-10,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000138,7583.07
F0000276,2024-01-10,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000138,4299.24
F0000277,2024-01-10,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V000139,317.68
F0000278,2024-01-10,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V000139,177.88
F0000279,2024-01-10,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000140,16873.5
F0000280,2024-01-10,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000140,9634.8
F0000281,2024-01-10,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000141,3748.92
F0000282,2024-01-10,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000141,2105.53
F0000283,2024-01-10,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000142,514.36
F0000284,2024-01-10,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000142,306.02
F0000285,2024-01-10,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V000143,8565.15
F0000286,2024-01-10,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V000143,4768.17
F0000287,2024-01-10,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V000144,7115.35
F0000288,2024-01-10,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V000144,4150.04
F0000289,2024-01-10,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V000145,3743.04
F0000290,2024-01-10,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V000145,2183.76
F0000291,2024-01-10,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V000146,5566.82
F0000292,2024-01-10,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V000146,3063.06
F0000293,2024-01-10,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V000147,5439.28
F0000294,2024-01-10,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V000147,2599.24
F0000295,2024-01-10,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000148,804.1
F0000296,2024-01-10,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000148,370.23
F0000297,2024-01-10,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V000149,1447.71
F0000298,2024-01-10,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V000149,833.53
F0000299,2024-01-10,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000150,1117.35
F0000300,2024-01-10,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000150,507.39
F0000301,2024-01-10,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000151,7623.0
F0000302,2024-01-10,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000151,4748.7
F0000303,2024-01-10,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V000152,3961.65
F0000304,2024-01-10,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V000152,2065.35
F0000305,2024-01-10,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000153,1007.59
F0000306,2024-01-10,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000153,561.34
F0000307,2024-01-10,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V000154,1045.16
F0000308,2024-01-10,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V000154,473.96
F0000309,2024-01-11,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000155,227.3
F0000310,2024-01-11,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000155,141.9
F0000311,2024-01-11,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000156,693.7
F0000312,2024-01-11,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000156,359.45
F0000313,2024-01-11,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V000157,19986.12
F0000314,2024-01-11,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V000157,10366.93
F0000315,2024-01-11,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V000158,1909.12
F0000316,2024-01-11,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V000158,1010.24
F0000317,2024-01-11,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V000159,2026.71
F0000318,2024-01-11,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V000159,972.65
F0000319,2024-01-11,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V000160,6367.83
F0000320,2024-01-11,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V000160,4064.34
F0000321,2024-01-11,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000161,339.6
F0000322,2024-01-11,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000161,182.6
F0000323,2024-01-11,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V000162,5850.26
F0000324,2024-01-11,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V000162,3480.62
F0000325,2024-01-11,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V000163,93.2
F0000326,2024-01-11,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V000163,50.04
F0000327,2024-01-11,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000164,911.72
F0000328,2024-01-11,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000164,472.42
F0000329,2024-01-11,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V000165,365.64
F0000330,2024-01-11,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V000165,185.24
F0000331,2024-01-11,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000166,9969.6
F0000332,2024-01-11,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000166,6045.15
F0000333,2024-01-12,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000167,152.75
F0000334,2024-01-12,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000167,82.1
F0000335,2024-01-12,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V000168,1113.53
F0000336,2024-01-12,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V000168,630.08
F0000337,2024-01-12,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V000169,725.64
F0000338,2024-01-12,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V000169,383.88
F0000339,2024-01-12,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V000170,291.3
F0000340,2024-01-12,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V000170,172.9
F0000341,2024-01-12,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V000171,2949.04
F0000342,2024-01-12,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V000171,1752.56
F0000343,2024-01-12,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000172,5928.0
F0000344,2024-01-12,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000172,2777.76
F0000345,2024-01-12,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V000173,2721.04
F0000346,2024-01-12,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V000173,1561.28
F0000347,2024-01-12,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V000174,2006.54
F0000348,2024-01-12,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V000174,1135.7
F0000349,2024-01-12,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000175,5559.84
F0000350,2024-01-12,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000175,3161.52
F0000351,2024-01-12,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V000176,6132.01
F0000352,2024-01-12,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V000176,2866.02
F0000353,2024-01-12,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000177,552.93
F0000354,2024-01-12,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000177,257.88
F0000355,2024-01-12,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V000178,918.32
F0000356,2024-01-12,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V000178,413.44
F0000357,2024-01-12,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000179,96.3
F0000358,2024-01-12,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V000179,54.9
F0000359,2024-01-12,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V000180,1095.1
F0000360,2024-01-12,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V000180,587.97
F0000361,2024-01-12,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V000181,1104.45
F0000362,2024-01-12,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V000181,645.9
F0000363,2024-01-12,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V000182,3812.16
F0000364,2024-01-12,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V000182,2134.56
F0000365,2024-01-13,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V000183,647.76
