product_name,planned_qty,actual_qty,planned_cost,actual_cost,planned_date,actual_date,status
Item SKU Industrial 405,19,19,1711.71,1711.71,2026-01-18,2026-01-18,completed
Item SKU Industrial 96,3,3,20.61,20.61,2025-04-14,2025-04-16,completed_late
Item SKU Industrial 263,20,20,592.4,681.26,2026-04-18,2026-04-18,completed
Item SKU Industrial 475,2,2,169.28,169.28,2024-06-13,2024-06-13,completed
Item SKU Industrial 77,3,3,212.31,212.31,2025-06-22,2025-06-22,completed
Item SKU Industrial 93,22,22,3951.42,3951.42,2024-12-02,2024-12-02,completed
Item SKU Industrial 329,52,52,745.68,745.68,2024-11-29,2024-11-29,completed
Item SKU Industrial 308,46,46,937.48,937.48,2026-03-20,2026-03-20,completed
Item SKU Industrial 489,33,33,1840.08,1840.08,2024-10-25,2024-10-27,completed_late
Item SKU Industrial 368,22,22,2926.44,2926.44,2024-11-02,2024-11-02,completed
Item SKU Industrial 218,42,42,1050.84,1050.84,2026-04-25,2026-04-25,completed
Item SKU Industrial 274,36,36,4861.08,4861.08,2025-12-14,2025-12-14,completed
Item SKU Industrial 472,35,35,486.85,486.85,2025-09-30,2025-09-30,completed
Item SKU Industrial 483,14,14,706.3,812.24,2024-10-03,2024-10-03,completed
Item SKU Industrial 13,17,17,400.69,400.69,2025-12-19,2025-12-19,completed
Item SKU Industrial 87,46,46,4236.14,4236.14,2025-11-07,2025-11-09,completed_late
Item SKU Industrial 169,15,15,1330.2,1330.2,2025-06-16,2025-06-16,completed
Item SKU Industrial 164,29,29,1699.69,1699.69,2025-12-19,2025-12-19,completed
Item SKU Industrial 348,48,48,492.0,492.0,2026-04-12,2026-04-12,completed
Item SKU Industrial 45,7,7,883.12,883.12,2025-05-04,2025-05-04,completed
Item SKU Industrial 165,47,47,655.18,655.18,2026-01-11,2026-01-19,completed_late
Item SKU Industrial 487,6,6,353.76,353.76,2024-10-21,2024-10-21,completed
Item SKU Industrial 396,26,26,441.22,441.22,2026-01-17,2026-01-19,completed_late
Item SKU Industrial 267,51,51,1938.51,1938.51,2025-10-19,2025-10-19,completed
Item SKU Industrial 274,19,19,2565.57,2950.41,2025-05-01,2025-05-01,completed
Item SKU Industrial 280,19,19,1095.92,1095.92,2025-04-17,2025-04-17,completed
Item SKU Industrial 495,25,25,5137.0,5137.0,2025-12-26,2025-12-26,completed
Item SKU Industrial 186,6,6,746.4,746.4,2026-03-02,2026-03-02,completed
Item SKU Industrial 1,8,8,349.92,349.92,2024-03-07,2024-03-07,completed
Item SKU Industrial 34,39,39,6499.74,6499.74,2025-03-17,2025-03-19,completed_late
Item SKU Industrial 452,45,45,1634.85,1634.85,2025-12-22,2025-12-22,completed
Item SKU Industrial 139,45,45,7316.55,7316.55,2025-01-20,2025-01-20,completed
Item SKU Industrial 364,46,46,2674.44,2674.44,2026-05-16,2026-05-16,completed
Item SKU Industrial 421,38,38,7704.12,7704.12,2024-08-30,2024-08-30,completed
Item SKU Industrial 295,23,23,672.98,672.98,2024-01-12,2024-01-12,completed
Item SKU Industrial 203,20,20,4588.0,5276.2,2025-10-25,2025-10-25,completed
Item SKU Industrial 132,13,13,2615.47,2615.47,2024-04-28,2024-04-30,completed_late
Item SKU Industrial 19,51,51,5889.48,5889.48,2025-10-01,2025-10-01,completed
Item SKU Industrial 55,13,13,180.05,180.05,2025-09-29,2025-09-29,completed
Item SKU Industrial 81,39,39,2799.42,2799.42,2025-06-21,2025-06-21,completed
Item SKU Industrial 8,49,49,4521.23,4521.23,2024-11-08,2024-11-08,completed
Item SKU Industrial 54,29,29,994.12,994.12,2025-08-27,2025-08-27,completed
Item SKU Industrial 155,19,19,3404.99,3404.99,2025-07-11,2025-07-11,completed
Item SKU Industrial 343,25,25,6905.75,6905.75,2026-04-20,2026-04-22,completed_late
Item SKU Industrial 485,19,19,233.32,233.32,2026-03-07,2026-03-07,completed
Item SKU Industrial 188,45,45,652.95,652.95,2024-09-09,2024-09-09,completed
Item SKU Industrial 475,37,37,3131.68,3601.43,2024-10-18,2024-10-18,completed
Item SKU Industrial 114,27,27,6603.66,6603.66,2024-06-21,2024-06-21,completed
Item SKU Industrial 466,49,49,291.06,291.06,2025-02-10,2025-02-10,completed
Item SKU Industrial 193,26,26,1183.26,1183.26,2026-04-05,2026-04-13,completed_late
Item SKU Industrial 355,36,36,696.6,696.6,2025-02-16,2025-02-18,completed_late
Item SKU Industrial 45,4,4,504.64,504.64,2024-03-17,2024-03-17,completed
Item SKU Industrial 32,33,33,1630.86,1630.86,2025-03-10,2025-03-10,completed
Item SKU Industrial 203,44,44,10093.6,10093.6,2024-12-05,2024-12-05,completed
Item SKU Industrial 480,36,36,843.84,843.84,2026-01-16,2026-01-16,completed
Item SKU Industrial 77,30,30,2123.1,2123.1,2025-08-28,2025-08-28,completed
Item SKU Industrial 51,50,50,3691.0,3691.0,2024-07-28,2024-07-28,completed
Item SKU Industrial 431,35,35,4520.95,5199.09,2024-06-22,2024-06-24,completed_late
Item SKU Industrial 50,18,18,190.62,190.62,2025-12-14,2025-12-14,completed
Item SKU Industrial 257,5,5,1011.9,1011.9,2024-11-28,2024-11-28,completed
Item SKU Industrial 20,12,12,451.8,451.8,2025-11-22,2025-11-22,completed
Item SKU Industrial 84,37,37,398.12,398.12,2025-03-28,2025-03-28,completed
Item SKU Industrial 455,17,17,978.35,978.35,2026-02-26,2026-02-26,completed
Item SKU Industrial 61,36,36,3942.72,3942.72,2025-02-13,2025-02-13,completed
Item SKU Industrial 273,49,49,5436.06,5436.06,2024-12-23,2024-12-25,completed_late
Item SKU Industrial 230,11,11,173.58,173.58,2025-11-04,2025-11-04,completed
Item SKU Industrial 258,33,33,2040.06,2040.06,2026-02-13,2026-02-13,completed
Item SKU Industrial 422,8,8,1869.12,1869.12,2025-01-20,2025-01-20,completed
Item SKU Industrial 284,18,18,1394.28,1603.42,2024-02-17,2024-02-17,completed
Item SKU Industrial 293,34,34,750.72,750.72,2026-02-13,2026-02-13,completed
Item SKU Industrial 256,41,41,5187.73,5187.73,2024-02-04,2024-02-04,completed
Item SKU Industrial 223,30,30,663.0,663.0,2024-01-26,2024-01-28,completed_late
Item SKU Industrial 186,4,4,497.6,497.6,2024-04-24,2024-04-24,completed
Item SKU Industrial 241,9,9,2153.52,2153.52,2025-12-19,2025-12-19,completed
Item SKU Industrial 416,19,19,302.1,302.1,2024-06-16,2024-06-16,completed
Item SKU Industrial 179,31,31,2017.79,2017.79,2026-05-17,2026-05-17,completed
Item SKU Industrial 94,8,8,218.56,218.56,2025-06-26,2025-06-26,completed
Item SKU Industrial 289,22,22,501.82,501.82,2024-05-26,2024-05-26,completed
Item SKU Industrial 418,11,11,629.86,629.86,2025-04-06,2025-04-14,completed_late
Item SKU Industrial 298,5,5,68.1,78.31,2025-12-12,2025-12-12,completed
Item SKU Industrial 92,13,13,415.87,415.87,2025-05-11,2025-05-11,completed
Item SKU Industrial 232,45,45,1140.3,1140.3,2026-03-29,2026-03-29,completed
Item SKU Industrial 60,23,23,290.95,290.95,2026-04-25,2026-04-25,completed
Item SKU Industrial 404,27,27,2866.05,2866.05,2024-03-09,2024-03-09,completed
Item SKU Industrial 115,53,53,10289.42,10289.42,2025-08-09,2025-08-09,completed
Item SKU Industrial 287,50,50,18212.0,18212.0,2025-07-28,2025-07-30,completed_late
Item SKU Industrial 303,50,50,2670.0,2670.0,2024-02-04,2024-02-04,completed
Item SKU Industrial 476,25,25,265.75,265.75,2026-03-28,2026-03-28,completed
Item SKU Industrial 441,2,2,152.6,152.6,2025-06-28,2025-06-28,completed
Item SKU Industrial 282,12,12,456.6,456.6,2025-03-31,2025-03-31,completed
Item SKU Industrial 155,13,13,2329.73,2679.19,2026-03-16,2026-03-16,completed
Item SKU Industrial 24,7,7,851.55,851.55,2024-05-13,2024-05-13,completed
Item SKU Industrial 141,18,18,144.0,144.0,2025-06-15,2025-06-17,completed_late
Item SKU Industrial 368,29,29,3857.58,3857.58,2024-11-30,2024-11-30,completed
Item SKU Industrial 287,34,34,12384.16,12384.16,2025-04-19,2025-04-19,completed
Item SKU Industrial 456,19,19,466.26,466.26,2025-07-03,2025-07-03,completed
Item SKU Industrial 498,8,8,764.16,764.16,2025-10-12,2025-10-12,completed
Item SKU Industrial 124,53,53,16840.75,16840.75,2025-07-10,2025-07-10,completed
Item SKU Industrial 327,30,30,290.7,290.7,2026-05-07,2026-05-07,completed
Item SKU Industrial 249,17,17,1114.69,1114.69,2024-04-01,2024-04-03,completed_late
Item SKU Industrial 422,5,5,1168.2,1168.2,2026-05-18,2026-05-18,completed
Item SKU Industrial 230,11,11,173.58,199.62,2025-12-06,2025-12-06,completed
Item SKU Industrial 431,8,8,1033.36,1033.36,2025-11-08,2025-11-08,completed
Item SKU Industrial 126,6,6,602.4,602.4,2025-02-15,2025-02-15,completed
Item SKU Industrial 273,17,17,1885.98,1885.98,2026-02-07,2026-02-07,completed
Item SKU Industrial 302,29,29,481.11,481.11,2024-03-18,2024-03-18,completed
Item SKU Industrial 348,40,40,410.0,410.0,2025-07-08,2025-07-10,completed_late
Item SKU Industrial 299,4,4,272.84,272.84,2025-02-10,2025-02-18,completed_late
Item SKU Industrial 122,45,45,3956.4,3956.4,2025-09-27,2025-09-27,completed
Item SKU Industrial 493,36,36,707.4,707.4,2026-01-17,2026-01-17,completed
Item SKU Industrial 246,25,25,553.5,553.5,2024-03-14,2024-03-14,completed
Item SKU Industrial 230,40,40,631.2,631.2,2025-01-17,2025-01-17,completed
Item SKU Industrial 344,39,39,719.16,827.03,2026-03-16,2026-03-16,completed
Item SKU Industrial 422,19,19,4439.16,4439.16,2024-04-11,2024-04-13,completed_late
Item SKU Industrial 458,2,2,31.74,31.74,2024-05-13,2024-05-13,completed
Item SKU Industrial 207,22,22,7887.44,7887.44,2026-02-08,2026-02-08,completed
Item SKU Industrial 337,25,25,2111.0,2111.0,2024-06-17,2024-06-17,completed
Item SKU Industrial 33,27,27,192.78,192.78,2025-12-26,2025-12-26,completed
Item SKU Industrial 256,6,6,759.18,759.18,2024-10-25,2024-10-25,completed
Item SKU Industrial 163,29,29,833.17,833.17,2025-07-27,2025-07-27,completed
Item SKU Industrial 41,53,53,3011.99,3011.99,2026-01-08,2026-01-10,completed_late
Item SKU Industrial 244,29,29,4124.96,4124.96,2026-01-02,2026-01-02,completed
Item SKU Industrial 83,40,40,2597.2,2597.2,2024-09-13,2024-09-13,completed
Item SKU Industrial 186,44,44,5473.6,6294.64,2025-04-14,2025-04-14,completed
Item SKU Industrial 198,36,36,1899.72,1899.72,2024-07-13,2024-07-13,completed
Item SKU Industrial 323,51,51,3619.47,3619.47,2024-08-10,2024-08-10,completed
Item SKU Industrial 145,15,15,305.4,305.4,2025-06-30,2025-06-30,completed
Item SKU Industrial 299,23,23,1568.83,1568.83,2025-06-28,2025-06-30,completed_late
Item SKU Industrial 464,52,52,4186.0,4186.0,2026-05-09,2026-05-09,completed
Item SKU Industrial 19,5,5,577.4,577.4,2024-04-29,2024-04-29,completed
Item SKU Industrial 85,22,22,380.6,380.6,2024-04-10,2024-04-10,completed
Item SKU Industrial 315,31,31,652.24,652.24,2024-02-29,2024-02-29,completed
Item SKU Industrial 69,11,11,396.99,396.99,2024-01-12,2024-01-12,completed
Item SKU Industrial 136,31,31,2684.29,2684.29,2025-03-08,2025-03-08,completed
Item SKU Industrial 389,42,42,4263.42,4902.93,2026-03-19,2026-03-21,completed_late
Item SKU Industrial 59,13,13,196.04,196.04,2026-02-05,2026-02-05,completed
Item SKU Industrial 148,5,5,1503.95,1503.95,2026-03-22,2026-03-30,completed_late
Item SKU Industrial 305,48,48,9132.96,9132.96,2024-02-23,2024-02-23,completed
Item SKU Industrial 148,5,5,1503.95,1503.95,2024-11-07,2024-11-07,completed
Item SKU Industrial 55,46,46,637.1,637.1,2026-02-05,2026-02-05,completed
Item SKU Industrial 389,29,29,2943.79,2943.79,2024-06-13,2024-06-13,completed
Item SKU Industrial 322,5,5,146.1,146.1,2025-06-05,2025-06-07,completed_late
Item SKU Industrial 80,53,53,711.26,711.26,2025-09-08,2025-09-08,completed
Item SKU Industrial 305,28,28,5327.56,5327.56,2025-12-20,2025-12-20,completed
Item SKU Industrial 235,16,16,1789.92,1789.92,2025-03-27,2025-03-27,completed
Item SKU Industrial 10,25,25,3350.5,3853.08,2025-01-19,2025-01-19,completed
Item SKU Industrial 432,23,23,5614.76,5614.76,2025-04-07,2025-04-07,completed
Item SKU Industrial 434,27,27,1471.77,1471.77,2025-11-13,2025-11-13,completed
Item SKU Industrial 411,15,15,3286.05,3286.05,2024-09-28,2024-09-30,completed_late
Item SKU Industrial 280,38,38,2191.84,2191.84,2026-01-26,2026-01-26,completed
Item SKU Industrial 492,15,15,304.95,304.95,2025-11-14,2025-11-14,completed
Item SKU Industrial 388,12,12,293.4,293.4,2025-06-05,2025-06-05,completed
Item SKU Industrial 453,16,16,646.88,646.88,2025-11-11,2025-11-11,completed
Item SKU Industrial 120,47,47,2491.94,2491.94,2026-05-16,2026-05-16,completed
Item SKU Industrial 33,38,38,271.32,271.32,2025-09-19,2025-09-19,completed
Item SKU Industrial 77,22,22,1556.94,1556.94,2024-07-20,2024-07-22,completed_late
Item SKU Industrial 60,27,27,341.55,392.78,2026-04-26,2026-04-26,completed
Item SKU Industrial 114,16,16,3913.28,3913.28,2026-03-08,2026-03-08,completed
Item SKU Industrial 168,1,1,27.7,27.7,2024-06-28,2024-06-28,completed
Item SKU Industrial 426,35,35,3249.05,3249.05,2024-12-16,2024-12-16,completed
Item SKU Industrial 137,51,51,2977.38,2977.38,2024-11-08,2024-11-08,completed
Item SKU Industrial 464,49,49,3944.5,3944.5,2026-02-28,2026-02-28,completed
Item SKU Industrial 121,20,20,798.8,798.8,2025-08-05,2025-08-07,completed_late
Item SKU Industrial 147,31,31,1581.62,1581.62,2024-02-24,2024-02-24,completed
Item SKU Industrial 39,4,4,313.6,313.6,2024-05-25,2024-05-25,completed
Item SKU Industrial 352,30,30,529.2,529.2,2026-04-06,2026-04-14,completed_late
Item SKU Industrial 408,5,5,154.0,154.0,2024-02-02,2024-02-02,completed
Item SKU Industrial 41,45,45,2557.35,2940.95,2025-05-11,2025-05-11,completed
Item SKU Industrial 362,5,5,272.2,272.2,2024-11-02,2024-11-02,completed
Item SKU Industrial 275,7,7,377.16,377.16,2024-12-01,2024-12-03,completed_late
Item SKU Industrial 493,50,50,982.5,982.5,2025-08-26,2025-08-26,completed
Item SKU Industrial 358,19,19,1784.1,1784.1,2025-02-14,2025-02-14,completed
Item SKU Industrial 289,47,47,1072.07,1072.07,2025-06-23,2025-06-23,completed
Item SKU Industrial 30,3,3,131.4,131.4,2026-04-24,2026-04-24,completed
Item SKU Industrial 30,34,34,1489.2,1489.2,2025-03-06,2025-03-06,completed
Item SKU Industrial 325,9,9,570.96,570.96,2024-08-25,2024-08-25,completed
Item SKU Industrial 134,42,42,9232.44,9232.44,2025-04-07,2025-04-09,completed_late
Item SKU Industrial 499,33,33,1611.72,1611.72,2025-11-08,2025-11-08,completed
Item SKU Industrial 468,1,1,19.47,22.39,2024-10-17,2024-10-17,completed
Item SKU Industrial 125,22,22,8179.6,8179.6,2026-04-18,2026-04-18,completed
Item SKU Industrial 39,3,3,235.2,235.2,2024-02-09,2024-02-09,completed
Item SKU Industrial 154,47,47,404.67,404.67,2025-09-13,2025-09-13,completed
Item SKU Industrial 77,1,1,70.77,70.77,2025-08-08,2025-08-08,completed
Item SKU Industrial 453,26,26,1051.18,1051.18,2025-07-09,2025-07-11,completed_late
Item SKU Industrial 184,16,16,1772.16,1772.16,2026-04-13,2026-04-13,completed
Item SKU Industrial 21,42,42,10434.06,10434.06,2024-05-24,2024-05-24,completed
Item SKU Industrial 159,6,6,371.64,371.64,2025-12-26,2025-12-26,completed
Item SKU Industrial 445,9,9,288.54,288.54,2025-07-21,2025-07-21,completed
Item SKU Industrial 287,1,1,364.24,364.24,2025-07-25,2025-07-25,completed
Item SKU Industrial 189,15,15,91.35,105.05,2026-02-20,2026-02-20,completed
Item SKU Industrial 14,26,26,2719.86,2719.86,2026-05-21,2026-05-23,completed_late
Item SKU Industrial 199,29,29,2638.71,2638.71,2024-06-03,2024-06-03,completed
Item SKU Industrial 113,18,18,502.56,502.56,2024-06-27,2024-06-27,completed
Item SKU Industrial 169,36,36,3192.48,3192.48,2025-12-20,2025-12-20,completed
Item SKU Industrial 196,5,5,337.05,337.05,2024-05-05,2024-05-13,completed_late
Item SKU Industrial 18,39,39,1700.4,1700.4,2026-05-06,2026-05-06,completed
Item SKU Industrial 429,23,23,1771.46,1771.46,2026-02-20,2026-02-20,completed
Item SKU Industrial 276,40,40,588.0,588.0,2026-05-21,2026-05-23,completed_late
Item SKU Industrial 382,23,23,1789.4,1789.4,2024-11-14,2024-11-14,completed
Item SKU Industrial 346,7,7,1389.85,1389.85,2026-05-01,2026-05-01,completed
Item SKU Industrial 469,52,52,12525.24,14404.03,2024-09-07,2024-09-07,completed
Item SKU Industrial 303,50,50,2670.0,2670.0,2025-06-21,2025-06-21,completed
Item SKU Industrial 127,26,26,1619.28,1619.28,2025-04-26,2025-04-26,completed
Item SKU Industrial 378,12,12,1146.12,1146.12,2025-06-04,2025-06-04,completed
Item SKU Industrial 32,4,4,197.68,197.68,2024-02-14,2024-02-16,completed_late
Item SKU Industrial 500,24,24,167.28,167.28,2025-07-04,2025-07-04,completed
Item SKU Industrial 294,36,36,854.28,854.28,2025-10-16,2025-10-16,completed
Item SKU Industrial 62,44,44,484.0,484.0,2026-02-07,2026-02-07,completed
Item SKU Industrial 314,9,9,1005.93,1005.93,2024-08-16,2024-08-16,completed
Item SKU Industrial 190,28,28,1289.68,1289.68,2024-03-11,2024-03-11,completed
Item SKU Industrial 254,7,7,68.74,68.74,2026-01-10,2026-01-10,completed
Item SKU Industrial 394,5,5,181.2,208.38,2026-04-23,2026-04-25,completed_late
Item SKU Industrial 189,46,46,280.14,280.14,2024-03-18,2024-03-18,completed
Item SKU Industrial 190,17,17,783.02,783.02,2026-03-12,2026-03-12,completed
Item SKU Industrial 117,39,39,3525.6,3525.6,2024-06-21,2024-06-21,completed
Item SKU Industrial 234,34,34,2262.02,2262.02,2026-02-13,2026-02-13,completed
Item SKU Industrial 221,12,12,740.04,740.04,2026-01-30,2026-01-30,completed
Item SKU Industrial 389,4,4,406.04,406.04,2025-01-24,2025-01-24,completed
Item SKU Industrial 365,8,8,313.6,313.6,2025-06-14,2025-06-16,completed_late
Item SKU Industrial 438,5,5,90.7,90.7,2025-02-22,2025-02-22,completed
Item SKU Industrial 134,18,18,3956.76,3956.76,2026-03-08,2026-03-08,completed
Item SKU Industrial 136,42,42,3636.78,3636.78,2025-11-28,2025-11-28,completed
Item SKU Industrial 192,25,25,1278.25,1469.99,2024-08-01,2024-08-01,completed
Item SKU Industrial 391,11,11,778.58,778.58,2024-04-14,2024-04-22,completed_late
Item SKU Industrial 451,44,44,8349.88,8349.88,2025-08-15,2025-08-15,completed
Item SKU Industrial 168,3,3,83.1,83.1,2024-06-22,2024-06-24,completed_late
Item SKU Industrial 432,38,38,9276.56,9276.56,2026-02-13,2026-02-13,completed
Item SKU Industrial 17,33,33,1344.42,1344.42,2025-09-27,2025-09-27,completed
Item SKU Industrial 32,24,24,1186.08,1186.08,2024-11-07,2024-11-07,completed
Item SKU Industrial 308,37,37,754.06,754.06,2026-03-06,2026-03-06,completed
Item SKU Industrial 101,39,39,15961.92,15961.92,2025-07-08,2025-07-08,completed
Item SKU Industrial 167,33,33,3186.15,3186.15,2024-11-23,2024-11-23,completed
Item SKU Industrial 359,34,34,2126.7,2126.7,2025-04-24,2025-04-26,completed_late
Item SKU Industrial 39,26,26,2038.4,2344.16,2025-03-24,2025-03-24,completed
Item SKU Industrial 396,16,16,271.52,271.52,2025-01-13,2025-01-13,completed
Item SKU Industrial 417,29,29,1985.05,1985.05,2025-11-22,2025-11-22,completed
Item SKU Industrial 16,52,52,20787.0,20787.0,2025-08-21,2025-08-21,completed
Item SKU Industrial 275,14,14,754.32,754.32,2024-09-10,2024-09-10,completed
Item SKU Industrial 490,13,13,580.84,580.84,2024-12-14,2024-12-14,completed
Item SKU Industrial 467,5,5,430.45,430.45,2025-12-08,2025-12-10,completed_late
Item SKU Industrial 452,25,25,908.25,908.25,2026-01-19,2026-01-19,completed
Item SKU Industrial 221,4,4,246.68,246.68,2024-03-17,2024-03-17,completed
Item SKU Industrial 426,47,47,4363.01,4363.01,2026-04-19,2026-04-19,completed
Item SKU Industrial 39,13,13,1019.2,1019.2,2026-03-30,2026-03-30,completed
Item SKU Industrial 128,35,35,1140.3,1311.34,2026-03-29,2026-03-29,completed
Item SKU Industrial 185,19,19,1717.79,1717.79,2024-12-12,2024-12-12,completed
Item SKU Industrial 204,17,17,974.78,974.78,2026-02-28,2026-03-02,completed_late
Item SKU Industrial 195,6,6,282.24,282.24,2026-04-27,2026-04-27,completed
Item SKU Industrial 227,14,14,462.14,462.14,2025-01-20,2025-01-20,completed
Item SKU Industrial 175,25,25,2776.25,2776.25,2025-06-17,2025-06-17,completed
Item SKU Industrial 15,50,50,6038.0,6038.0,2026-05-08,2026-05-08,completed
Item SKU Industrial 242,38,38,348.84,348.84,2024-02-09,2024-02-09,completed
Item SKU Industrial 75,8,8,98.0,98.0,2025-08-10,2025-08-18,completed_late
Item SKU Industrial 402,18,18,498.78,498.78,2025-05-24,2025-05-26,completed_late
Item SKU Industrial 492,4,4,81.32,81.32,2025-05-09,2025-05-09,completed
Item SKU Industrial 81,37,37,2655.86,3054.24,2025-03-27,2025-03-27,completed
Item SKU Industrial 169,19,19,1684.92,1684.92,2025-11-30,2025-11-30,completed
Item SKU Industrial 105,50,50,3215.0,3215.0,2024-06-15,2024-06-15,completed
