id_op,id_produto,quantidade_planejada,quantidade_produzida,data_inicio,status
OP000536,P0314,9,9,2024-08-13,Finalizada
OP000537,P0190,28,28,2024-03-08,Finalizada
OP000538,P0254,7,7,2026-01-07,Finalizada
OP000539,P0394,5,5,2026-04-20,Finalizada
OP000540,P0189,46,46,2024-03-15,Finalizada
OP000541,P0190,17,17,2026-03-09,Finalizada
OP000542,P0117,39,39,2024-06-18,Finalizada
OP000543,P0234,34,34,2026-02-10,Finalizada
OP000544,P0221,12,12,2026-01-27,Finalizada
OP000545,P0389,4,4,2025-01-21,Finalizada
OP000546,P0365,8,8,2025-06-11,Finalizada
OP000547,P0438,5,5,2025-02-19,Finalizada
OP000548,P0134,18,18,2026-03-05,Finalizada
OP000549,P0136,42,42,2025-11-25,Finalizada
OP000550,P0192,25,25,2024-07-29,Finalizada
OP000551,P0391,11,11,2024-04-11,Finalizada
OP000552,P0451,44,44,2025-08-12,Finalizada
OP000553,P0168,3,3,2024-06-19,Finalizada
OP000554,P0432,38,38,2026-02-10,Finalizada
OP000555,P0017,33,33,2025-09-24,Finalizada
OP000556,P0032,24,24,2024-11-04,Finalizada
OP000557,P0308,37,37,2026-03-03,Finalizada
OP000558,P0101,39,39,2025-07-05,Finalizada
OP000559,P0167,33,33,2024-11-20,Finalizada
OP000560,P0359,34,34,2025-04-21,Finalizada
OP000561,P0039,26,26,2025-03-21,Finalizada
OP000562,P0396,16,16,2025-01-10,Finalizada
OP000563,P0417,29,29,2025-11-19,Finalizada
OP000564,P0016,52,52,2025-08-18,Finalizada
OP000565,P0275,14,14,2024-09-07,Finalizada
OP000566,P0490,13,13,2024-12-11,Finalizada
OP000567,P0467,5,5,2025-12-05,Finalizada
OP000568,P0452,25,25,2026-01-16,Finalizada
OP000569,P0221,4,4,2024-03-14,Finalizada
OP000570,P0426,47,47,2026-04-16,Finalizada
OP000571,P0039,13,13,2026-03-27,Finalizada
OP000572,P0128,35,35,2026-03-26,Finalizada
OP000573,P0185,19,19,2024-12-09,Finalizada
OP000574,P0204,17,17,2026-02-25,Finalizada
OP000575,P0195,6,6,2026-04-24,Finalizada
OP000576,P0227,14,14,2025-01-17,Finalizada
OP000577,P0175,25,25,2025-06-14,Finalizada
OP000578,P0015,50,50,2026-05-05,Finalizada
OP000579,P0242,38,38,2024-02-06,Finalizada
OP000580,P0075,8,8,2025-08-07,Finalizada
OP000581,P0402,18,18,2025-05-21,Finalizada
OP000582,P0492,4,4,2025-05-06,Finalizada
OP000583,P0081,37,37,2025-03-24,Finalizada
OP000584,P0169,19,19,2025-11-27,Finalizada
OP000585,P0105,50,50,2024-06-12,Finalizada
OP000586,P0228,25,25,2025-03-12,Finalizada
OP000587,P0089,3,3,2025-04-02,Finalizada
OP000588,P0390,5,5,2026-05-05,Finalizada
OP000589,P0042,26,26,2025-12-12,Finalizada
OP000590,P0375,8,8,2025-11-11,Finalizada
OP000591,P0168,41,41,2025-11-09,Finalizada
OP000592,P0145,40,40,2025-03-06,Finalizada
OP000593,P0405,33,33,2026-01-14,Finalizada
OP000594,P0459,44,44,2025-12-11,Finalizada
OP000595,P0128,53,53,2026-01-14,Finalizada
OP000596,P0341,25,25,2025-04-11,Finalizada
OP000597,P0396,11,11,2025-09-01,Finalizada
OP000598,P0038,1,1,2025-01-22,Finalizada
OP000599,P0131,16,16,2025-09-06,Finalizada
OP000600,P0396,4,4,2024-06-07,Finalizada
OP000601,P0336,18,18,2025-09-04,Finalizada
OP000602,P0402,2,2,2024-06-12,Finalizada
OP000603,P0293,22,22,2025-04-15,Finalizada
OP000604,P0419,36,36,2024-01-09,Finalizada
OP000605,P0178,28,28,2025-07-20,Finalizada
OP000606,P0074,42,42,2025-10-28,Finalizada
OP000607,P0130,42,42,2026-04-16,Finalizada
OP000608,P0174,18,18,2025-04-28,Finalizada
OP000609,P0053,6,6,2024-09-23,Finalizada
OP000610,P0266,4,4,2024-07-30,Finalizada
OP000611,P0106,44,44,2025-12-23,Finalizada
OP000612,P0330,12,12,2025-10-23,Finalizada
OP000613,P0425,4,4,2026-05-11,Finalizada
OP000614,P0108,18,18,2024-05-02,Finalizada
OP000615,P0248,20,20,2026-03-24,Finalizada
OP000616,P0063,16,16,2025-04-03,Finalizada
OP000617,P0045,5,5,2026-01-29,Finalizada
OP000618,P0442,6,6,2026-04-09,Finalizada
OP000619,P0092,2,2,2024-10-25,Finalizada
OP000620,P0384,22,22,2025-08-25,Finalizada
OP000621,P0005,38,38,2025-09-03,Finalizada
OP000622,P0169,29,29,2025-07-18,Finalizada
OP000623,P0407,5,5,2024-11-06,Finalizada
OP000624,P0286,38,38,2026-02-17,Finalizada
OP000625,P0283,14,14,2026-03-11,Finalizada
OP000626,P0378,3,3,2024-06-19,Finalizada
OP000627,P0260,34,34,2026-04-02,Finalizada
OP000628,P0091,33,33,2025-11-18,Finalizada
OP000629,P0221,38,38,2026-01-16,Finalizada
OP000630,P0051,34,34,2024-12-19,Finalizada
OP000631,P0034,53,53,2025-01-16,Finalizada
OP000632,P0457,47,47,2024-10-11,Finalizada
OP000633,P0284,44,44,2024-05-30,Finalizada
OP000634,P0092,40,40,2025-04-07,Finalizada
OP000635,P0043,4,4,2025-06-20,Finalizada
OP000636,P0012,15,15,2026-04-24,Finalizada
OP000637,P0056,5,5,2024-02-28,Finalizada
OP000638,P0050,16,16,2026-04-04,Finalizada
OP000639,P0084,5,5,2026-02-23,Finalizada
OP000640,P0463,24,24,2025-09-25,Finalizada
OP000641,P0145,25,25,2025-12-18,Finalizada
OP000642,P0191,20,20,2025-05-20,Finalizada
OP000643,P0009,49,49,2026-02-09,Finalizada
OP000644,P0129,13,13,2026-03-11,Finalizada
OP000645,P0437,37,37,2025-07-01,Finalizada
OP000646,P0175,14,14,2024-06-20,Finalizada
OP000647,P0345,30,30,2026-02-09,Finalizada
OP000648,P0271,48,48,2024-06-28,Finalizada
OP000649,P0247,27,27,2024-11-12,Finalizada
OP000650,P0187,45,45,2025-11-17,Finalizada
OP000651,P0244,34,34,2024-12-24,Finalizada
OP000652,P0413,28,28,2025-01-21,Finalizada
OP000653,P0089,16,16,2025-01-03,Finalizada
OP000654,P0327,23,23,2025-10-27,Finalizada
OP000655,P0222,48,48,2025-10-27,Finalizada
OP000656,P0095,41,41,2025-04-30,Finalizada
OP000657,P0126,7,7,2024-04-04,Finalizada
OP000658,P0142,46,46,2024-12-19,Finalizada
OP000659,P0351,53,53,2024-05-19,Finalizada
OP000660,P0460,35,35,2025-11-12,Finalizada
OP000661,P0326,24,24,2024-05-28,Finalizada
OP000662,P0409,13,13,2024-02-22,Finalizada
OP000663,P0148,42,42,2025-11-13,Finalizada
OP000664,P0491,24,24,2024-12-09,Finalizada
OP000665,P0463,20,20,2024-02-29,Finalizada
OP000666,P0381,29,29,2026-05-01,Finalizada
OP000667,P0008,29,29,2025-11-05,Finalizada
OP000668,P0469,22,22,2026-04-03,Finalizada
OP000669,P0162,1,1,2025-12-05,Finalizada
OP000670,P0030,30,30,2024-01-30,Finalizada
OP000671,P0175,28,28,2025-07-30,Finalizada
OP000672,P0409,46,46,2026-01-26,Finalizada
OP000673,P0068,48,48,2024-05-15,Finalizada
OP000674,P0076,46,46,2025-12-12,Finalizada
OP000675,P0144,13,13,2025-11-21,Finalizada
OP000676,P0116,5,5,2025-08-22,Finalizada
OP000677,P0340,22,22,2025-03-05,Finalizada
OP000678,P0061,44,44,2024-09-25,Finalizada
OP000679,P0018,31,31,2024-11-01,Finalizada
OP000680,P0366,41,41,2025-06-12,Finalizada
OP000681,P0305,9,9,2025-07-17,Finalizada
OP000682,P0143,2,2,2025-12-24,Finalizada
OP000683,P0088,1,1,2025-08-12,Finalizada
OP000684,P0138,2,2,2025-12-25,Finalizada
OP000685,P0424,29,29,2025-10-13,Finalizada
OP000686,P0017,44,44,2025-09-01,Finalizada
OP000687,P0044,7,7,2025-07-10,Finalizada
OP000688,P0366,33,33,2025-02-11,Finalizada
OP000689,P0315,38,38,2026-01-14,Finalizada
OP000690,P0211,2,2,2024-07-26,Finalizada
OP000691,P0336,27,27,2026-02-03,Finalizada
OP000692,P0092,36,36,2024-12-11,Finalizada
OP000693,P0022,29,29,2026-03-19,Finalizada
OP000694,P0254,34,34,2024-08-22,Finalizada
OP000695,P0067,28,28,2024-09-19,Finalizada
OP000696,P0452,33,33,2026-02-17,Finalizada
OP000697,P0177,52,52,2024-12-06,Finalizada
OP000698,P0174,12,12,2024-09-05,Finalizada
OP000699,P0142,33,33,2024-10-21,Finalizada
OP000700,P0359,37,37,2024-05-21,Finalizada
OP000701,P0201,45,45,2024-06-18,Finalizada
OP000702,P0489,11,11,2024-02-01,Finalizada
OP000703,P0062,22,22,2025-09-09,Finalizada
OP000704,P0208,24,24,2025-12-13,Finalizada
OP000705,P0023,3,3,2025-11-28,Finalizada
OP000706,P0321,3,3,2024-11-06,Finalizada
OP000707,P0251,22,22,2025-02-10,Finalizada
OP000708,P0247,13,13,2024-03-12,Finalizada
OP000709,P0365,47,47,2024-10-01,Finalizada
OP000710,P0166,9,9,2025-12-18,Finalizada
OP000711,P0483,2,2,2024-11-01,Finalizada
OP000712,P0354,35,35,2025-07-03,Finalizada
OP000713,P0490,34,34,2024-12-17,Finalizada
OP000714,P0295,4,4,2025-12-08,Finalizada
OP000715,P0018,8,8,2024-12-04,Finalizada
OP000716,P0288,17,17,2025-07-11,Finalizada
OP000717,P0445,5,5,2024-03-19,Finalizada
OP000718,P0145,25,25,2025-01-09,Finalizada
OP000719,P0318,34,34,2025-06-06,Finalizada
OP000720,P0319,40,40,2025-01-30,Finalizada
OP000721,P0051,44,44,2025-12-11,Finalizada
OP000722,P0153,26,26,2025-12-23,Finalizada
OP000723,P0194,47,47,2024-07-23,Finalizada
OP000724,P0486,8,8,2026-03-02,Finalizada
OP000725,P0346,41,41,2024-10-16,Finalizada
OP000726,P0418,48,48,2025-08-22,Finalizada
OP000727,P0397,46,46,2026-01-29,Finalizada
OP000728,P0361,26,26,2025-07-31,Finalizada
OP000729,P0160,33,33,2025-02-28,Finalizada
OP000730,P0058,45,45,2025-12-25,Finalizada
OP000731,P0354,46,46,2024-06-17,Finalizada
OP000732,P0471,29,29,2026-02-04,Finalizada
OP000733,P0160,51,51,2024-01-03,Finalizada
OP000734,P0323,45,45,2026-04-08,Finalizada
OP000735,P0022,13,13,2025-12-22,Finalizada
OP000736,P0026,12,12,2025-08-20,Finalizada
OP000737,P0436,14,14,2026-04-28,Finalizada
OP000738,P0265,19,19,2024-02-29,Finalizada
OP000739,P0031,22,22,2024-08-20,Finalizada
OP000740,P0480,11,11,2024-04-17,Finalizada
OP000741,P0114,13,13,2025-11-26,Finalizada
OP000742,P0068,3,3,2025-05-07,Finalizada
OP000743,P0407,35,35,2025-02-14,Finalizada
OP000744,P0316,12,12,2025-08-20,Finalizada
OP000745,P0117,4,4,2026-03-17,Finalizada
OP000746,P0334,17,17,2025-11-21,Finalizada
OP000747,P0086,36,36,2024-06-10,Finalizada
OP000748,P0368,1,1,2025-07-30,Finalizada
OP000749,P0326,51,51,2025-08-29,Finalizada
OP000750,P0181,52,52,2025-06-06,Finalizada
OP000751,P0375,26,26,2025-05-23,Finalizada
OP000752,P0485,50,50,2024-06-10,Finalizada
OP000753,P0336,19,19,2024-01-07,Finalizada
OP000754,P0448,51,51,2026-04-28,Finalizada
OP000755,P0093,28,28,2024-05-23,Finalizada
OP000756,P0499,17,17,2026-01-01,Finalizada
OP000757,P0462,2,2,2026-03-09,Finalizada
OP000758,P0197,18,18,2025-06-17,Finalizada
OP000759,P0143,7,7,2025-01-22,Finalizada
OP000760,P0155,1,1,2025-05-23,Finalizada
OP000761,P0210,13,13,2024-09-30,Finalizada
OP000762,P0447,39,39,2025-06-20,Finalizada
OP000763,P0399,53,53,2026-04-12,Finalizada
OP000764,P0210,17,17,2026-05-12,Finalizada
OP000765,P0092,34,34,2024-12-23,Finalizada
OP000766,P0017,52,52,2025-03-12,Finalizada
OP000767,P0372,18,18,2024-09-10,Finalizada
OP000768,P0283,6,6,2026-01-13,Finalizada
OP000769,P0090,34,34,2025-07-01,Finalizada
OP000770,P0339,37,37,2024-08-19,Finalizada
OP000771,P0038,8,8,2026-01-29,Finalizada
OP000772,P0497,3,3,2024-07-10,Finalizada
OP000773,P0474,26,26,2025-04-09,Finalizada
OP000774,P0194,2,2,2025-04-25,Finalizada
OP000775,P0471,20,20,2025-07-21,Finalizada
OP000776,P0499,51,51,2024-02-19,Finalizada
OP000777,P0149,3,3,2026-05-05,Finalizada
OP000778,P0462,12,12,2026-04-10,Finalizada
OP000779,P0367,48,48,2026-03-04,Finalizada
OP000780,P0315,50,50,2025-09-17,Finalizada
OP000781,P0199,8,8,2024-09-02,Finalizada
OP000782,P0239,4,4,2024-11-12,Finalizada
OP000783,P0395,25,25,2024-05-08,Finalizada
OP000784,P0180,37,37,2025-04-21,Finalizada
OP000785,P0202,40,40,2024-07-28,Finalizada
OP000786,P0386,22,22,2024-04-25,Finalizada
OP000787,P0215,29,29,2025-10-22,Finalizada
OP000788,P0272,4,4,2025-07-23,Finalizada
OP000789,P0343,36,36,2026-03-09,Finalizada
OP000790,P0026,23,23,2024-01-12,Finalizada
OP000791,P0241,16,16,2025-11-16,Finalizada
OP000792,P0419,34,34,2025-09-05,Finalizada
OP000793,P0301,46,46,2024-02-14,Finalizada
OP000794,P0105,38,38,2024-03-06,Finalizada
OP000795,P0095,18,18,2025-10-07,Finalizada
OP000796,P0123,34,34,2024-05-06,Finalizada
OP000797,P0098,51,51,2025-11-24,Finalizada
OP000798,P0421,33,33,2025-02-27,Finalizada
OP000799,P0014,11,11,2026-03-10,Finalizada
OP000800,P0476,41,41,2024-03-21,Finalizada
OP000801,P0264,7,7,2026-04-22,Finalizada
OP000802,P0316,42,42,2024-11-22,Finalizada
OP000803,P0201,17,17,2025-08-05,Finalizada
OP000804,P0408,47,47,2025-01-22,Finalizada
OP000805,P0425,23,23,2025-01-06,Finalizada
OP000806,P0138,23,23,2024-07-16,Finalizada
OP000807,P0006,19,19,2024-07-01,Finalizada
OP000808,P0072,14,14,2024-03-01,Finalizada
OP000809,P0233,9,9,2025-10-03,Finalizada
OP000810,P0063,14,14,2024-11-27,Finalizada
OP000811,P0283,3,3,2025-05-13,Finalizada
OP000812,P0430,12,12,2025-08-05,Finalizada
OP000813,P0357,22,22,2026-01-26,Finalizada
OP000814,P0165,37,37,2024-01-10,Finalizada
OP000815,P0291,17,17,2025-11-20,Finalizada
OP000816,P0260,9,9,2024-12-26,Finalizada
OP000817,P0074,20,20,2024-02-13,Finalizada
OP000818,P0348,28,28,2025-11-04,Finalizada
OP000819,P0418,15,15,2025-01-18,Finalizada
OP000820,P0280,48,48,2025-08-14,Finalizada
OP000821,P0176,7,7,2025-10-16,Finalizada
OP000822,P0434,22,22,2025-09-18,Finalizada
OP000823,P0464,11,11,2024-09-25,Finalizada
OP000824,P0445,35,35,2025-03-07,Finalizada
OP000825,P0022,30,30,2024-02-21,Finalizada
OP000826,P0492,25,25,2025-08-22,Finalizada
OP000827,P0147,31,31,2025-07-31,Finalizada
OP000828,P0453,48,48,2025-04-23,Finalizada
OP000829,P0343,49,49,2024-02-07,Finalizada
OP000830,P0248,12,12,2024-02-05,Finalizada
OP000831,P0483,23,23,2024-12-03,Finalizada
OP000832,P0437,37,37,2025-05-22,Finalizada
OP000833,P0059,4,4,2025-07-11,Finalizada
OP000834,P0431,13,13,2024-10-25,Finalizada
OP000835,P0122,35,35,2024-11-01,Finalizada
OP000836,P0097,8,8,2024-10-17,Finalizada
OP000837,P0264,52,52,2026-04-16,Finalizada
OP000838,P0295,17,17,2024-02-20,Finalizada
OP000839,P0458,22,22,2026-01-13,Finalizada
OP000840,P0140,42,42,2024-11-14,Finalizada
OP000841,P0082,12,12,2025-03-19,Finalizada
OP000842,P0212,39,39,2024-04-16,Finalizada
OP000843,P0119,26,26,2024-05-02,Finalizada
OP000844,P0328,29,29,2024-06-14,Finalizada
OP000845,P0376,18,18,2026-04-28,Finalizada
OP000846,P0320,44,44,2025-11-26,Finalizada
OP000847,P0292,8,8,2026-05-04,Finalizada
OP000848,P0040,51,51,2025-09-30,Finalizada
OP000849,P0065,14,14,2024-09-20,Finalizada
OP000850,P0161,15,15,2025-01-14,Finalizada
OP000851,P0184,23,23,2025-01-31,Finalizada
OP000852,P0068,23,23,2026-04-15,Finalizada
OP000853,P0238,44,44,2025-04-22,Finalizada
OP000854,P0237,52,52,2024-07-05,Finalizada
OP000855,P0159,13,13,2025-11-26,Finalizada
OP000856,P0444,20,20,2025-08-12,Finalizada
OP000857,P0074,42,42,2025-03-28,Finalizada
OP000858,P0383,20,20,2024-01-25,Finalizada
OP000859,P0008,29,29,2024-02-06,Finalizada
OP000860,P0024,3,3,2025-07-18,Finalizada
OP000861,P0180,52,52,2025-02-05,Finalizada
OP000862,P0239,47,47,2024-06-27,Finalizada
OP000863,P0085,35,35,2025-11-20,Finalizada
OP000864,P0274,38,38,2025-04-11,Finalizada
OP000865,P0486,29,29,2024-09-09,Finalizada
OP000866,P0104,30,30,2024-02-03,Finalizada
OP000867,P0315,15,15,2025-10-02,Finalizada
OP000868,P0188,19,19,2025-03-25,Finalizada
OP000869,P0201,12,12,2024-02-22,Finalizada
OP000870,P0333,45,45,2025-12-01,Finalizada
OP000871,P0394,25,25,2025-10-28,Finalizada
OP000872,P0363,29,29,2024-12-20,Finalizada
OP000873,P0438,30,30,2025-12-22,Finalizada
OP000874,P0431,38,38,2024-04-28,Finalizada
OP000875,P0041,41,41,2025-05-16,Finalizada
OP000876,P0479,5,5,2026-04-30,Finalizada
OP000877,P0175,40,40,2025-04-17,Finalizada
OP000878,P0102,47,47,2026-04-13,Finalizada
OP000879,P0267,31,31,2026-02-26,Finalizada
OP000880,P0087,45,45,2025-05-30,Finalizada
OP000881,P0136,49,49,2026-05-06,Finalizada
OP000882,P0435,41,41,2024-08-09,Finalizada
OP000883,P0092,7,7,2024-10-04,Finalizada
OP000884,P0193,51,51,2025-02-24,Finalizada
OP000885,P0471,49,49,2026-02-09,Finalizada
OP000886,P0218,11,11,2025-08-26,Finalizada
OP000887,P0165,2,2,2024-02-18,Finalizada
OP000888,P0377,52,52,2024-12-25,Finalizada
OP000889,P0313,52,52,2026-01-19,Finalizada
OP000890,P0020,44,44,2025-12-20,Finalizada
OP000891,P0469,16,16,2025-02-10,Finalizada
OP000892,P0021,26,26,2024-09-17,Finalizada
OP000893,P0441,9,9,2025-09-23,Finalizada
OP000894,P0366,3,3,2025-11-23,Finalizada
OP000895,P0424,4,4,2024-01-17,Finalizada
OP000896,P0110,28,28,2025-09-30,Finalizada
OP000897,P0181,44,44,2024-02-21,Finalizada
OP000898,P0386,37,37,2026-01-14,Finalizada
OP000899,P0181,45,45,2024-01-03,Finalizada
OP000900,P0093,20,20,2026-03-20,Finalizada
OP000901,P0212,48,48,2024-12-21,Finalizada
OP000902,P0265,7,7,2026-03-28,Finalizada
OP000903,P0105,49,49,2024-03-05,Finalizada
OP000904,P0157,48,48,2026-01-09,Finalizada
OP000905,P0157,8,8,2025-04-21,Finalizada
OP000906,P0386,15,15,2024-11-15,Finalizada
OP000907,P0491,17,17,2024-12-05,Finalizada
OP000908,P0343,18,18,2025-07-28,Finalizada
OP000909,P0157,42,42,2025-10-28,Finalizada
OP000910,P0106,18,18,2025-07-29,Finalizada
OP000911,P0051,7,7,2025-06-02,Finalizada
OP000912,P0039,11,11,2024-03-18,Finalizada
OP000913,P0444,12,12,2025-07-21,Finalizada
OP000914,P0113,29,29,2024-03-06,Finalizada
OP000915,P0011,6,6,2025-07-14,Finalizada
OP000916,P0285,51,51,2025-12-18,Finalizada
OP000917,P0012,52,52,2026-01-26,Finalizada
OP000918,P0475,15,15,2024-07-01,Finalizada
OP000919,P0436,33,33,2025-04-03,Finalizada
OP000920,P0046,17,17,2025-02-26,Finalizada
OP000921,P0227,29,29,2025-09-01,Finalizada
OP000922,P0344,38,38,2024-10-10,Finalizada
OP000923,P0480,8,8,2025-10-15,Finalizada
OP000924,P0292,24,24,2025-03-11,Finalizada
OP000925,P0158,37,37,2026-04-08,Finalizada
OP000926,P0150,42,42,2024-09-20,Finalizada
OP000927,P0032,16,16,2025-05-26,Finalizada
OP000928,P0141,34,34,2026-01-29,Finalizada
OP000929,P0295,40,40,2025-05-21,Finalizada
OP000930,P0079,40,40,2025-05-16,Finalizada
OP000931,P0077,25,25,2026-04-09,Finalizada
OP000932,P0209,9,9,2024-11-19,Finalizada
OP000933,P0089,13,13,2024-03-20,Finalizada
OP000934,P0474,31,31,2025-11-30,Finalizada
OP000935,P0143,6,6,2025-08-04,Finalizada
OP000936,P0294,26,26,2024-07-11,Finalizada
OP000937,P0414,24,24,2025-03-17,Finalizada
OP000938,P0279,4,4,2026-01-09,Finalizada
OP000939,P0390,52,52,2025-12-02,Finalizada
OP000940,P0109,41,41,2024-10-18,Finalizada
OP000941,P0189,8,8,2024-11-11,Finalizada
OP000942,P0307,45,45,2025-11-07,Finalizada
OP000943,P0001,13,13,2025-04-14,Finalizada
OP000944,P0411,22,22,2026-02-16,Finalizada
OP000945,P0102,42,42,2024-11-22,Finalizada
OP000946,P0437,35,35,2025-03-17,Finalizada
OP000947,P0336,6,6,2026-04-29,Finalizada
OP000948,P0288,48,48,2024-11-25,Finalizada
OP000949,P0188,47,47,2025-05-14,Finalizada
OP000950,P0138,45,45,2025-01-23,Finalizada
OP000951,P0076,23,23,2026-02-06,Finalizada
OP000952,P0276,44,44,2024-09-24,Finalizada
OP000953,P0064,51,51,2025-05-09,Finalizada
OP000954,P0377,41,41,2026-04-14,Finalizada
OP000955,P0491,17,17,2025-10-20,Finalizada
OP000956,P0371,50,50,2026-04-17,Finalizada
OP000957,P0029,35,35,2025-11-18,Finalizada
OP000958,P0025,41,41,2025-09-30,Finalizada
OP000959,P0079,13,13,2025-01-09,Finalizada
OP000960,P0447,19,19,2025-10-14,Finalizada
OP000961,P0494,17,17,2025-06-23,Finalizada
OP000962,P0168,33,33,2025-09-01,Finalizada
OP000963,P0046,33,33,2026-03-19,Finalizada
OP000964,P0250,37,37,2025-03-30,Finalizada
OP000965,P0357,18,18,2025-10-17,Finalizada
OP000966,P0370,41,41,2024-01-30,Finalizada
OP000967,P0474,34,34,2025-05-14,Finalizada
OP000968,P0013,52,52,2024-08-22,Finalizada
OP000969,P0490,13,13,2026-03-14,Finalizada
OP000970,P0087,13,13,2024-04-29,Finalizada
OP000971,P0471,33,33,2025-12-08,Finalizada
OP000972,P0374,39,39,2026-03-31,Finalizada
OP000973,P0139,30,30,2025-10-08,Finalizada
OP000974,P0088,18,18,2025-01-21,Finalizada
OP000975,P0093,16,16,2024-06-03,Finalizada
OP000976,P0077,13,13,2025-04-29,Finalizada
OP000977,P0166,16,16,2026-02-24,Finalizada
OP000978,P0042,1,1,2025-03-12,Finalizada
OP000979,P0215,13,13,2025-09-09,Finalizada
OP000980,P0338,39,39,2025-09-19,Finalizada
OP000981,P0373,48,48,2024-11-22,Finalizada
OP000982,P0392,36,36,2026-04-23,Finalizada
OP000983,P0332,38,38,2025-04-08,Finalizada
OP000984,P0492,23,23,2025-07-23,Finalizada
OP000985,P0302,29,29,2026-03-04,Finalizada
OP000986,P0403,27,27,2024-07-19,Finalizada
OP000987,P0491,11,11,2026-01-20,Finalizada
OP000988,P0383,30,30,2026-05-05,Finalizada
OP000989,P0183,9,9,2026-05-16,Finalizada
OP000990,P0208,26,26,2024-03-04,Finalizada
OP000991,P0457,37,37,2025-11-28,Finalizada
OP000992,P0025,4,4,2025-03-25,Finalizada
OP000993,P0240,23,23,2025-07-11,Finalizada
OP000994,P0228,35,35,2024-05-24,Finalizada
OP000995,P0472,2,2,2025-11-13,Finalizada
OP000996,P0235,52,52,2026-01-22,Finalizada
OP000997,P0397,51,51,2024-02-01,Finalizada
OP000998,P0033,2,2,2025-07-04,Finalizada
OP000999,P0444,12,12,2025-07-07,Finalizada
OP001000,P0146,2,2,2025-01-21,Finalizada
OP001001,P0304,49,49,2025-11-07,Finalizada
OP001002,P0079,24,24,2024-12-31,Finalizada
OP001003,P0463,18,18,2026-04-10,Finalizada
OP001004,P0077,52,52,2025-09-29,Finalizada
OP001005,P0132,30,30,2025-12-19,Finalizada
OP001006,P0023,42,42,2024-01-29,Finalizada
OP001007,P0201,42,42,2025-12-18,Finalizada
OP001008,P0223,27,27,2025-10-09,Finalizada
OP001009,P0164,5,5,2025-11-10,Finalizada
OP001010,P0382,51,51,2025-12-01,Finalizada
OP001011,P0013,37,37,2026-02-10,Finalizada
OP001012,P0141,2,2,2024-01-29,Finalizada
OP001013,P0373,6,6,2026-05-05,Finalizada
OP001014,P0039,52,52,2025-03-04,Finalizada
OP001015,P0447,42,42,2024-07-29,Finalizada
OP001016,P0109,27,27,2024-01-02,Finalizada
OP001017,P0497,48,48,2025-05-01,Finalizada
OP001018,P0088,49,49,2025-08-10,Finalizada
OP001019,P0168,15,15,2025-05-06,Finalizada
OP001020,P0478,46,46,2025-09-03,Finalizada
OP001021,P0071,38,38,2026-01-09,Finalizada
OP001022,P0288,28,28,2025-07-14,Finalizada
OP001023,P0278,6,6,2026-03-24,Finalizada
OP001024,P0244,50,50,2026-02-08,Finalizada
OP001025,P0150,11,11,2024-02-27,Finalizada
OP001026,P0373,40,40,2026-05-15,Finalizada
OP001027,P0442,4,4,2026-02-05,Finalizada
OP001028,P0434,3,3,2026-04-10,Finalizada
OP001029,P0279,5,5,2025-04-19,Finalizada
OP001030,P0448,1,1,2024-04-01,Finalizada
OP001031,P0033,4,4,2025-10-22,Finalizada
OP001032,P0441,18,18,2024-03-04,Finalizada
OP001033,P0441,53,53,2026-03-04,Finalizada
OP001034,P0285,20,20,2025-02-26,Finalizada
OP001035,P0164,8,8,2026-03-11,Finalizada
OP001036,P0261,9,9,2024-01-09,Finalizada
OP001037,P0447,34,34,2025-01-18,Finalizada
OP001038,P0077,44,44,2024-12-06,Finalizada
OP001039,P0232,33,33,2026-03-25,Finalizada
OP001040,P0016,25,25,2025-11-18,Finalizada
OP001041,P0376,2,2,2026-05-02,Finalizada
OP001042,P0022,35,35,2025-12-18,Finalizada
OP001043,P0130,37,37,2025-01-13,Finalizada
OP001044,P0138,35,35,2024-05-06,Finalizada
OP001045,P0111,15,15,2025-09-24,Finalizada
OP001046,P0155,5,5,2024-05-03,Finalizada
OP001047,P0290,5,5,2026-04-24,Finalizada
OP001048,P0063,24,24,2026-04-13,Finalizada
OP001049,P0363,31,31,2025-06-27,Finalizada
OP001050,P0275,52,52,2025-05-12,Finalizada
OP001051,P0226,12,12,2025-09-29,Finalizada
OP001052,P0486,51,51,2024-01-24,Finalizada
OP001053,P0186,11,11,2026-02-20,Finalizada
OP001054,P0066,44,44,2026-05-11,Finalizada
OP001055,P0064,30,30,2026-02-19,Finalizada
